,Unnamed: 0,airline_name,author,author_country,content,cabin_flown,overall_rating,seat_comfort_rating,cabin_staff_rating,food_beverages_rating,inflight_entertainment_rating,value_money_rating,Month,Year,recommended
24531,37746,united-airlines,M Lambert,United States,6am flight was delayed until 7am which made us 10 minutes late for our connecting flight and they wouldn't even keep the gates open for us when they knew our flight was late. The next available flight was at 7.45pm. we got put on standby for a 12.45pm and a 3.00pm flight and couldn't get in on those. So we patiently waited for our 7.45pm flight then that flight got cancelled. We then proceeded to customer service and they said they couldn't do anything for us. Couldn't even pay for a hotel for us even though the next flight they could put us on was 3.30pm the next day. Do not fly United they do not try to work with you and they are very inconsiderate.,Economy,1,1,1,4,1,1,6,2015,0
4422,6001,air-transat,S Blunden,Canada,Booked round trip flights for our family of 4 (2 adults 2 kids) to the UK from Vancouver. Flew AT576 YVR-LGW and I just returned on AT677 LGW-YVR (wife and kids return next week). Overall pleasantly surprised. They were by far the cheapest option for us compared to Air Canada and BA. Both flights ran on time and were comfortable. Food was fine and service was good - cabin crew came through often and were attentive. They give the kids a goodie bag which kept them amused. If you travel with kids under 12 sign up for the kids club (free). They get priority check-in boarding snack vouchers priority luggage etc. Finally a perk to travelling with kids! Only complaint was that we didn't get the new cabin interiors on either flights which meant no individual TV screens but I see they are on a 2 year plan to complete this by 2014. I would use them again if their prices were competitive to the big carriers.,Economy,8,4,4,4,3,5,7,2013,1
5214,7168,allegiant-air,D Bardsley,United States,After some apparent misrepresentations about our 1st plane we left Sanford at about the same time that we should have arrived in Allentown. Of course we boarded a 2nd plane only about 1.5 hours late but could not depart because it had an A/C problem which was corrected in a mere hour as we sat entombed under the FL sun! No flight attendants displayed name badges. Does that tell you anything?,Economy,3,2,4,2,0,3,8,2014,0
7324,10351,british-airways,Panos Anastasopoulos,United Kingdom,BA085 LHR to YVR 10/03/15. Narrow seats without much legroom food acceptable but nothing special. Upgrade not an option due to restrictions of avios programme. Overall not happy.,Economy,2,2,3,3,4,3,3,2015,0
9659,13301,csa-czech-airlines,P Marcin,Poland,Warsaw-Prague-Warsaw on 10-13 Oct. Both on ATR planes. On time very friendly and professional crew zero attitude. Overall nice short flight.,Economy,10,4,5,4,3,5,10,2013,1
26553,40136,virgin-australia,R Rick,Australia,Flying from Melbourne to Sydney. Checked in online and still the line for the bag drop was over 40 mins. The staff at the counters are so slow and there are often a few of them standing around chatting even though there are huge lines. Eventually got my bags checked in and made it to my flight just in time. I paid extra for my return ticket from Sydney to Melbourne to be flexible. So when I turned up at Sydney airport for my return flight at 12 midday I assumed I'd be able to change to an earlier flight than my existing 5pm. But no all flights were fully booked so I had to wait at the airport for 5 hours. Was a waste of money buying a flexible ticket. They had spare seats in business class but would not let me have one. Will never fly Virgin again.,Economy,1,1,1,1,1,1,10,2013,0
6901,9731,bmi-british-midland-international,Tony McLaughlin,United Kingdom,LHR-BHD-LHR. Never a problem with this airline however their LHR T1 check-in can get busy as it is also the check-in for Lufthansa Austrian and a few other airlines. Brand new or refurbished A319s and good crews. Had row 8 on the return leg and I noticed it was in front of the curtain for business class. However the cabin crew were all over this and the paying catering service was started at Row 6. Having said that on the A319 all the seats are the same with only Row 1 offering extended legroom.,Economy,9,4,4,4,0,5,4,2012,1
3669,4943,air-tahiti-nui,K Soos,United States,Excellent service from the flight crew and ground crew. We arrived at LAX with minutes to spare as our inbound flight was delayed 2+ hours. That airline made no effort to put us on another flight. Running all the way from Terminal 1 to Bradley searching for the ATN desk the kind young lady escorted us swiftly to the gate. We just made the flight otherwise would have spent the night in LA. Although our bags didn't make it they were delivered the next day to our hotel. Since we had no luggage when we arrived the airline gave us a nice bag with essential toiletries including T-shirt and shorts which we all sported for the next few hours. The meals were better than expected the in-flight entertainment was better than some major U.S. airlines. The waiting area in Papeete for our homebound flight was fabulous beautiful shops food comfortable lounge chairs gardens.,Economy,9,4,5,4,5,5,11,2013,1
19720,29233,qatar-airways,G Stef,Iceland,I and my wife were on flight London-Doha-Bangkok economy Jan 8th and return Feb 7th. The flight service food etc. were good but we expected more space between seats. For a long haul flight it is inconvenient to have the seat in front of you almost in your arms and sitting in the window seat causes a lot of disturbances when trying to move from the seat. The ticket price was fair and we arrived on time.,Economy,7,1,5,5,4,4,2,2014,1
6740,9395,austrian-airlines,C Mayr,Austria,SZG - LWO via VIE with Dash Q 800 and F70. All flights on time. Boarding in SZG is quick and they served water and coffee on this short 30 min flight to Vienna. F 70 used to and from Lviv also friendly service by cabin crew. What really bothered me was the terminal in Vienna. Its quite a hurry to change planes as you have to go through security again. I had a 45 min layover in Vienna and due to heavy traffic in the terminal I had to run to catch my next flight. I can recommend Austrian on European routes but only in the air. On the ground its horrible!,Economy,8,4,5,4,2,5,10,2012,1
25643,39057,united-airlines,Alan Evans,Canada,"Just arrived at my hotel after a horrendous 24-hour trip from Montreal to Honolulu. The missed connection and re- routing through LAX was bad enough but I guess winter weather is a reality. What is not acceptable is this new DirecTV-United deal for in-flight ""entertainment"". Now in addition to having to pay extra for a poor sandwich wrap they've got the gall to make you cough up extra to watch a movie. I object to paying for what is standard on other airlines. They take your money $1000-2000 and then expect you to pay for a movie - or even a flight map. Of course they'll say it's only $6-8 for DirecTV and provides access to many TV channels as well.",Economy,1,2,2,1,1,1,3,2014,0
